canal_preferido,categoria_favorita,regiao,marca_preferida,influenciador,frequencia_compra,pagamento,genero,ticket_medio,qtd_itens,data_nascimento
app,bebidas,centro_oeste,marca_15,influencer_089,quinzenal,carteira_digital,outro,38.40157312992021,4,08/02/2000
whatsapp,laticinios,sul,marca_31,influencer_095,semanal,boleto,feminino,88.6978046734178,3,05/12/1960
parceiros,bebidas,sul,marca_00,influencer_103,quinzenal,boleto,nao_informado,123.56103179152834,4,28/06/1986
parceiros,limpeza,sul,marca_40,influencer_030,trimestral,credito,feminino,181.8202786268221,3,10/06/1985
loja_fisica,snacks,sul,marca_36,influencer_053,quinzenal,carteira_digital,masculino,88.4824992339092,6,21/11/2006
parceiros,snacks,centro_oeste,marca_01,influencer_026,trimestral,debito,feminino,143.63199289934573,5,23/01/1970
app,higiene,sudeste,marca_48,influencer_002,semanal,boleto,nao_informado,109.9964300634652,5,14/08/1969
app,laticinios,sudeste,marca_45,influencer_078,mensal,credito,outro,224.2864653166106,3,18/01/1986
loja_fisica,laticinios,norte,marca_18,influencer_051,quinzenal,carteira_digital,masculino,125.78161150533113,5,15/12/1976
whatsapp,snacks,nordeste,marca_38,influencer_029,semanal,boleto,nao_informado,134.2275509258131,5,13/10/1964
ecommerce,bebidas,sudeste,marca_35,influencer_101,quinzenal,pix,nao_informado,123.37027837058659,7,03/07/1990
app,mercearia,sudeste,marca_08,influencer_059,bimestral,debito,masculino,103.41253729225518,6,03/05/2005
loja_fisica,limpeza,sudeste,marca_11,influencer_119,mensal,debito,outro,157.99481635608234,4,22/11/2003
app,snacks,sul,marca_40,influencer_095,trimestral,debito,masculino,73.63889786956845,6,24/03/1960
app,mercearia,sudeste,marca_55,influencer_104,trimestral,credito,outro,39.92150398356266,6,02/10/1996
loja_fisica,higiene,sudeste,marca_34,influencer_092,mensal,pix,nao_informado,113.99221501905892,3,09/05/1992
loja_fisica,limpeza,norte,marca_33,influencer_012,trimestral,pix,masculino,152.62254882649924,2,11/10/1989
app,snacks,centro_oeste,marca_38,influencer_007,semanal,debito,nao_informado,96.76892419201118,3,02/09/1979
loja_fisica,higiene,centro_oeste,marca_26,influencer_109,quinzenal,boleto,masculino,127.4596217729266,6,12/12/1997
parceiros,bebidas,sul,marca_03,influencer_016,quinzenal,debito,nao_informado,71.17214714413088,4,27/08/1985
app,mercearia,sul,marca_23,influencer_046,mensal,credito,outro,162.50653241176622,2,17/04/1960
parceiros,bebidas,centro_oeste,marca_53,influencer_073,mensal,carteira_digital,nao_informado,146.07638530417523,3,26/11/1961
ecommerce,mercearia,norte,marca_48,influencer_025,mensal,debito,masculino,120.78913276472842,3,12/08/1993
parceiros,mercearia,nordeste,marca_55,influencer_026,trimestral,boleto,feminino,126.74919151566274,5,22/09/1976
loja_fisica,mercearia,sul,marca_08,influencer_055,quinzenal,carteira_digital,feminino,64.25698946819793,2,27/04/1985
app,bebidas,sul,marca_30,influencer_043,trimestral,boleto,nao_informado,66.04426704885589,4,16/07/1997
ecommerce,snacks,nordeste,marca_34,influencer_081,mensal,pix,nao_informado,115.12034304906656,4,23/11/1969
loja_fisica,higiene,nordeste,marca_12,influencer_008,mensal,pix,feminino,140.54939242901702,3,06/05/2002
ecommerce,limpeza,sudeste,marca_11,influencer_058,quinzenal,carteira_digital,nao_informado,142.5751468376508,1,27/08/1967
app,laticinios,centro_oeste,marca_46,influencer_020,quinzenal,carteira_digital,outro,105.48268503544068,6,28/03/1978
loja_fisica,higiene,nordeste,marca_40,influencer_072,quinzenal,credito,nao_informado,149.81513425165707,5,15/03/1970
app,laticinios,nordeste,marca_38,influencer_013,bimestral,boleto,masculino,176.83166109654292,3,03/10/1992
whatsapp,bebidas,sudeste,marca_15,influencer_023,mensal,carteira_digital,feminino,116.45330333343074,1,09/06/1961
app,higiene,norte,marca_30,influencer_096,semanal,boleto,feminino,132.3865562644711,6,09/03/1972
app,bebidas,norte,marca_01,influencer_028,bimestral,credito,outro,111.68583478663496,3,28/03/1969
app,mercearia,sudeste,marca_07,influencer_088,bimestral,pix,outro,114.94774764125955,2,02/02/1993
app,bebidas,nordeste,marca_30,influencer_032,trimestral,pix,outro,126.7825729183331,2,03/06/1958
loja_fisica,snacks,norte,marca_18,influencer_028,mensal,debito,masculino,188.1305715621546,4,24/04/1989
whatsapp,mercearia,centro_oeste,marca_57,influencer_035,bimestral,boleto,nao_informado,156.611055089822,2,26/01/1990
parceiros,limpeza,sudeste,marca_28,influencer_105,mensal,pix,outro,153.00737735048722,3,08/06/1993
parceiros,bebidas,centro_oeste,marca_04,influencer_047,bimestral,debito,masculino,101.85028534995722,3,03/12/1982
app,bebidas,nordeste,marca_00,influencer_029,mensal,debito,masculino,84.07299404833165,0,27/12/1989
app,higiene,sudeste,marca_43,influencer_064,semanal,carteira_digital,masculino,135.5814176382417,3,23/08/1961
whatsapp,snacks,sudeste,marca_10,influencer_046,trimestral,carteira_digital,nao_informado,169.74981255899067,4,21/07/1984
parceiros,bebidas,sudeste,marca_11,influencer_094,bimestral,carteira_digital,feminino,188.9361759413126,2,22/12/1991
parceiros,limpeza,sul,marca_25,influencer_118,mensal,carteira_digital,masculino,21.89451242937193,6,27/10/1968
ecommerce,snacks,nordeste,marca_15,influencer_063,mensal,carteira_digital,feminino,217.8555317037367,2,19/03/1964
ecommerce,limpeza,norte,marca_36,influencer_054,bimestral,pix,outro,136.67947792990742,7,03/07/1970
ecommerce,higiene,sudeste,marca_29,influencer_041,semanal,credito,outro,156.3572145665517,4,22/05/1981
loja_fisica,bebidas,centro_oeste,marca_06,influencer_116,quinzenal,boleto,nao_informado,50.40223562417752,8,03/02/1957
loja_fisica,bebidas,sudeste,marca_47,influencer_057,semanal,boleto,outro,110.52376652941382,5,03/12/2003
whatsapp,snacks,nordeste,marca_25,influencer_021,semanal,debito,nao_informado,152.91391667588834,3,14/08/1989
parceiros,bebidas,centro_oeste,marca_36,influencer_116,semanal,carteira_digital,outro,73.01008965126145,3,11/09/1995
app,snacks,centro_oeste,marca_00,influencer_115,bimestral,debito,feminino,10.0,7,16/10/1999
parceiros,laticinios,norte,marca_37,influencer_052,semanal,carteira_digital,outro,133.42021409212992,5,10/01/1985
loja_fisica,mercearia,norte,marca_16,influencer_041,trimestral,pix,outro,118.00869347348733,5,24/04/1995
loja_fisica,higiene,sudeste,marca_29,influencer_081,trimestral,credito,nao_informado,177.65348351507356,2,28/11/1986
loja_fisica,limpeza,sudeste,marca_17,influencer_099,semanal,carteira_digital,feminino,113.60326096461537,4,28/03/1995
app,limpeza,nordeste,marca_59,influencer_059,bimestral,boleto,masculino,116.5312482767002,4,14/03/1958
loja_fisica,mercearia,sudeste,marca_13,influencer_039,mensal,boleto,feminino,147.90710022547327,1,15/08/1998
parceiros,snacks,sul,marca_54,influencer_035,trimestral,pix,masculino,161.34081742385928,5,02/04/1977
app,snacks,sudeste,marca_55,influencer_039,mensal,credito,masculino,91.65006269362229,5,25/10/1980
app,snacks,centro_oeste,marca_25,influencer_013,quinzenal,credito,feminino,157.77995038308083,3,08/09/1971
loja_fisica,bebidas,centro_oeste,marca_18,influencer_093,quinzenal,credito,masculino,99.13064692281537,6,07/10/1976
loja_fisica,snacks,centro_oeste,marca_22,influencer_012,trimestral,credito,outro,120.66086414906317,4,24/09/1980
loja_fisica,laticinios,norte,marca_59,influencer_047,semanal,debito,nao_informado,146.8307897122943,5,28/02/1974
loja_fisica,laticinios,sudeste,marca_37,influencer_100,trimestral,pix,outro,153.80545375512,3,25/08/2005
loja_fisica,bebidas,sudeste,marca_32,influencer_048,semanal,credito,feminino,132.73259625618897,2,01/03/1982
parceiros,higiene,norte,marca_01,influencer_035,bimestral,pix,masculino,76.77778691867204,1,26/01/1996
app,higiene,norte,marca_50,influencer_113,mensal,debito,masculino,45.18981163058994,2,12/12/2005
parceiros,higiene,sul,marca_04,influencer_014,semanal,debito,outro,112.4817604710219,8,05/03/1987
whatsapp,limpeza,nordeste,marca_02,influencer_106,semanal,carteira_digital,masculino,158.85139434839056,7,05/09/1972
loja_fisica,bebidas,nordeste,marca_16,influencer_007,quinzenal,carteira_digital,nao_informado,137.9878976559097,6,20/05/1992
whatsapp,laticinios,sul,marca_28,influencer_049,bimestral,carteira_digital,masculino,129.6813202952015,5,23/09/1955
parceiros,laticinios,sul,marca_53,influencer_075,bimestral,credito,feminino,119.71893774134067,3,12/05/1993
app,limpeza,sul,marca_47,influencer_044,semanal,boleto,masculino,132.36407373886746,1,17/06/1955
app,limpeza,nordeste,marca_11,influencer_064,mensal,credito,feminino,80.23635292184325,4,21/01/1979
ecommerce,limpeza,centro_oeste,marca_22,influencer_024,semanal,pix,masculino,151.20807276661125,0,12/06/1969
loja_fisica,snacks,nordeste,marca_46,influencer_068,bimestral,carteira_digital,outro,153.85225833688597,6,24/09/2000
loja_fisica,bebidas,norte,marca_31,influencer_015,bimestral,debito,masculino,105.78937966626884,3,09/09/1989
parceiros,limpeza,norte,marca_10,influencer_095,trimestral,carteira_digital,masculino,137.48030522606552,3,08/11/1987
app,bebidas,sudeste,marca_23,influencer_069,trimestral,boleto,masculino,51.3380214251998,2,14/08/1989
ecommerce,mercearia,norte,marca_37,influencer_057,quinzenal,debito,outro,127.20191663885332,4,15/12/1994
whatsapp,higiene,nordeste,marca_58,influencer_006,quinzenal,credito,nao_informado,114.67498956233332,10,09/08/1963
parceiros,higiene,nordeste,marca_39,influencer_059,trimestral,carteira_digital,nao_informado,170.36931627481925,4,10/10/1955
loja_fisica,snacks,sudeste,marca_00,influencer_067,semanal,pix,feminino,112.05428971259758,2,09/02/2004
ecommerce,laticinios,centro_oeste,marca_42,influencer_031,semanal,credito,outro,154.74658053523785,2,13/03/1983
whatsapp,bebidas,centro_oeste,marca_14,influencer_081,quinzenal,credito,masculino,104.35309955269996,4,20/08/1990
whatsapp,bebidas,sudeste,marca_51,influencer_008,bimestral,carteira_digital,outro,28.555971416995916,6,09/07/1974
parceiros,bebidas,sudeste,marca_22,influencer_024,bimestral,debito,outro,110.97854716759068,7,20/06/1999
loja_fisica,limpeza,sudeste,marca_11,influencer_088,trimestral,carteira_digital,masculino,127.87029020453753,6,10/11/1957
whatsapp,laticinios,norte,marca_27,influencer_017,quinzenal,boleto,masculino,126.03350014754031,5,06/06/1978
loja_fisica,snacks,nordeste,marca_15,influencer_029,quinzenal,debito,nao_informado,126.63802021093912,1,08/01/1989
app,laticinios,sudeste,marca_13,influencer_078,quinzenal,debito,masculino,99.74183190537732,2,23/07/1979
loja_fisica,snacks,centro_oeste,marca_34,influencer_087,bimestral,boleto,masculino,107.05089697019903,3,09/03/2004
loja_fisica,limpeza,sul,marca_45,influencer_005,semanal,pix,feminino,74.94624621677869,4,19/01/1955
parceiros,bebidas,nordeste,marca_50,influencer_014,trimestral,credito,masculino,40.135773379633875,5,17/04/1993
parceiros,higiene,sul,marca_23,influencer_053,mensal,credito,nao_informado,115.74163986480433,3,20/01/2001
parceiros,limpeza,nordeste,marca_03,influencer_071,bimestral,carteira_digital,feminino,90.1918767000754,7,17/08/1959
parceiros,limpeza,nordeste,marca_28,influencer_054,trimestral,boleto,nao_informado,163.1934231599872,6,28/06/1988
app,snacks,sul,marca_25,influencer_077,mensal,pix,feminino,32.72065254612559,4,26/12/1958
parceiros,mercearia,sul,marca_11,influencer_090,bimestral,debito,feminino,131.6407519657717,4,10/01/1988
parceiros,laticinios,centro_oeste,marca_53,influencer_113,quinzenal,pix,feminino,204.8594905949579,5,11/06/1973
ecommerce,higiene,nordeste,marca_58,influencer_041,trimestral,boleto,outro,112.68614273929977,4,11/11/1999
loja_fisica,limpeza,centro_oeste,marca_02,influencer_019,trimestral,credito,feminino,119.89007637271831,4,19/07/1967
parceiros,mercearia,nordeste,marca_47,influencer_031,mensal,carteira_digital,nao_informado,137.05387079885963,6,14/05/1974
loja_fisica,snacks,norte,marca_38,influencer_017,semanal,carteira_digital,outro,140.18077828822908,2,28/08/1956
whatsapp,laticinios,sul,marca_15,influencer_047,trimestral,debito,nao_informado,103.65970653757415,2,21/04/1994
loja_fisica,snacks,norte,marca_38,influencer_104,trimestral,carteira_digital,masculino,79.66815159807365,2,14/11/1957
app,mercearia,sul,marca_07,influencer_041,bimestral,boleto,masculino,146.10883190202117,7,09/08/1990
parceiros,bebidas,sudeste,marca_03,influencer_017,trimestral,boleto,nao_informado,43.677544503320874,4,22/04/1973
app,snacks,sudeste,marca_59,influencer_062,mensal,credito,nao_informado,153.28913280201638,2,24/01/2004
parceiros,limpeza,sudeste,marca_38,influencer_119,quinzenal,carteira_digital,outro,104.32805903727251,6,28/08/1962
loja_fisica,limpeza,centro_oeste,marca_15,influencer_022,mensal,pix,nao_informado,120.12340616348598,3,16/11/1988
app,laticinios,centro_oeste,marca_26,influencer_093,semanal,boleto,masculino,98.97568515006515,4,23/12/1965
whatsapp,laticinios,norte,marca_56,influencer_098,mensal,debito,outro,177.23530494086495,5,25/08/1957
whatsapp,bebidas,sudeste,marca_26,influencer_048,bimestral,debito,nao_informado,129.9604282969838,1,03/12/2001
ecommerce,snacks,centro_oeste,marca_54,influencer_074,semanal,carteira_digital,outro,107.1304805355141,3,05/10/2001
whatsapp,snacks,norte,marca_52,influencer_051,quinzenal,pix,nao_informado,106.00388417433018,5,06/05/2007
app,higiene,sul,marca_20,influencer_031,bimestral,credito,feminino,114.07371461328518,5,07/11/1964
whatsapp,higiene,nordeste,marca_41,influencer_050,bimestral,carteira_digital,nao_informado,215.87760706135117,4,09/02/1997
ecommerce,laticinios,norte,marca_39,influencer_011,trimestral,credito,nao_informado,67.31646572081459,5,01/11/1980
whatsapp,mercearia,sudeste,marca_46,influencer_084,quinzenal,carteira_digital,feminino,163.31528723862968,6,20/12/1967
whatsapp,bebidas,nordeste,marca_21,influencer_099,trimestral,carteira_digital,nao_informado,142.72421148359825,6,17/07/1975
app,higiene,norte,marca_02,influencer_036,semanal,credito,masculino,181.59247009648305,0,19/12/1964
ecommerce,limpeza,sudeste,marca_10,influencer_067,semanal,pix,masculino,145.1626718076609,8,22/02/1987
ecommerce,higiene,nordeste,marca_36,influencer_027,bimestral,carteira_digital,nao_informado,120.1345200146727,3,04/02/1985
app,bebidas,nordeste,marca_46,influencer_015,mensal,carteira_digital,feminino,160.8011051448152,2,10/05/1964
parceiros,higiene,norte,marca_45,influencer_079,bimestral,pix,nao_informado,129.19075297397174,0,13/01/1996
whatsapp,higiene,centro_oeste,marca_34,influencer_015,quinzenal,boleto,feminino,150.19824122425246,5,08/03/1984
parceiros,bebidas,centro_oeste,marca_04,influencer_093,semanal,pix,outro,177.12877855276915,5,12/03/1989
loja_fisica,mercearia,norte,marca_00,influencer_032,mensal,credito,nao_informado,123.70079895289932,2,14/06/1962
whatsapp,snacks,nordeste,marca_46,influencer_098,semanal,boleto,nao_informado,103.02460073393542,4,20/08/1997
loja_fisica,limpeza,nordeste,marca_32,influencer_044,quinzenal,debito,feminino,94.24752543003603,4,07/03/1974
loja_fisica,higiene,nordeste,marca_46,influencer_044,semanal,debito,outro,138.02161630387062,5,08/04/1980
whatsapp,laticinios,sudeste,marca_09,influencer_090,quinzenal,debito,feminino,84.87326364215932,5,08/09/1963
whatsapp,bebidas,norte,marca_24,influencer_061,bimestral,carteira_digital,outro,106.00780142877362,3,07/03/2007
app,bebidas,norte,marca_55,influencer_023,semanal,debito,feminino,81.2972495319072,3,24/05/1982
ecommerce,snacks,nordeste,marca_10,influencer_102,mensal,debito,masculino,140.33356473675457,1,17/10/1996
loja_fisica,higiene,centro_oeste,marca_03,influencer_040,mensal,credito,nao_informado,89.91376917684356,2,23/05/1987
app,snacks,norte,marca_39,influencer_012,mensal,credito,feminino,68.53068350476579,1,03/03/1957
loja_fisica,mercearia,sul,marca_35,influencer_049,mensal,carteira_digital,masculino,75.56898308324556,4,20/10/1991
loja_fisica,snacks,sudeste,marca_57,influencer_068,bimestral,pix,feminino,97.15646556302808,3,19/12/1974
ecommerce,bebidas,sudeste,marca_54,influencer_073,trimestral,credito,masculino,100.78796724412904,0,23/11/1986
parceiros,higiene,sul,marca_44,influencer_100,semanal,carteira_digital,outro,130.05810582214,4,13/06/1984
app,mercearia,nordeste,marca_00,influencer_064,trimestral,credito,nao_informado,113.53506845227446,5,21/01/1996
whatsapp,laticinios,sudeste,marca_28,influencer_026,semanal,pix,masculino,134.8124317503082,5,16/06/1966
whatsapp,mercearia,sudeste,marca_53,influencer_031,mensal,boleto,nao_informado,138.02450098166895,2,23/10/2006
loja_fisica,limpeza,sudeste,marca_25,influencer_011,mensal,boleto,nao_informado,149.61998045714142,5,23/12/1976
ecommerce,mercearia,norte,marca_57,influencer_088,semanal,credito,nao_informado,43.6870169277349,5,24/01/1993
parceiros,mercearia,norte,marca_39,influencer_012,semanal,boleto,nao_informado,74.91106514600024,2,06/02/1988
loja_fisica,snacks,sul,marca_06,influencer_072,semanal,boleto,masculino,142.1954689181754,3,21/04/1984
ecommerce,limpeza,sudeste,marca_30,influencer_071,semanal,boleto,masculino,128.45649367852914,6,06/02/1984
ecommerce,mercearia,sudeste,marca_41,influencer_094,mensal,debito,outro,159.07731814218084,2,14/03/1987
loja_fisica,snacks,sudeste,marca_03,influencer_008,semanal,carteira_digital,nao_informado,58.23929485926453,5,26/06/2000
parceiros,limpeza,sul,marca_20,influencer_024,bimestral,pix,nao_informado,100.99381708022202,3,04/04/1969
whatsapp,higiene,sudeste,marca_42,influencer_109,trimestral,boleto,masculino,108.1448025426251,3,21/08/1968
loja_fisica,higiene,sul,marca_09,influencer_068,quinzenal,carteira_digital,outro,126.66255151954408,4,09/12/2007
parceiros,bebidas,centro_oeste,marca_20,influencer_054,semanal,carteira_digital,feminino,121.43509498141727,5,08/07/2003
whatsapp,limpeza,nordeste,marca_41,influencer_089,quinzenal,boleto,nao_informado,138.76311128069128,5,02/07/1975
whatsapp,laticinios,centro_oeste,marca_46,influencer_108,trimestral,debito,masculino,115.4138415530727,3,21/12/1972
app,bebidas,sudeste,marca_30,influencer_031,quinzenal,credito,outro,174.89345083818733,2,24/08/1994
parceiros,higiene,sul,marca_57,influencer_108,semanal,pix,outro,187.6483711268866,7,13/12/2003
app,bebidas,centro_oeste,marca_55,influencer_012,trimestral,credito,masculino,75.2841298640261,5,06/12/2005
ecommerce,bebidas,sul,marca_28,influencer_117,mensal,boleto,outro,121.80444841054141,4,18/01/1968
ecommerce,laticinios,norte,marca_09,influencer_019,quinzenal,boleto,nao_informado,151.91977101228417,2,28/12/1966
loja_fisica,higiene,centro_oeste,marca_46,influencer_031,trimestral,pix,masculino,143.41311926837196,3,23/02/1981
parceiros,snacks,nordeste,marca_14,influencer_011,trimestral,credito,feminino,103.6862550265726,6,22/04/1964
ecommerce,snacks,sul,marca_50,influencer_096,mensal,carteira_digital,nao_informado,130.19459540987145,7,02/07/2004
ecommerce,laticinios,nordeste,marca_35,influencer_118,quinzenal,pix,masculino,56.66166741555468,5,26/10/1973
whatsapp,snacks,sudeste,marca_23,influencer_035,mensal,pix,masculino,119.23432486207659,3,18/12/1969
ecommerce,mercearia,sudeste,marca_33,influencer_038,semanal,pix,outro,61.58785181991942,3,19/06/2006
ecommerce,snacks,sudeste,marca_31,influencer_033,mensal,credito,nao_informado,140.31915856129274,1,10/04/1999
loja_fisica,bebidas,centro_oeste,marca_55,influencer_018,semanal,boleto,nao_informado,75.36168207603674,7,25/05/2004
parceiros,mercearia,norte,marca_12,influencer_094,bimestral,credito,nao_informado,126.52132699072011,7,15/05/1981
ecommerce,bebidas,sul,marca_55,influencer_007,bimestral,pix,feminino,132.7678236168625,8,07/04/1997
ecommerce,limpeza,sudeste,marca_01,influencer_116,trimestral,credito,outro,123.03455556373667,6,11/03/1977
loja_fisica,snacks,norte,marca_46,influencer_111,trimestral,credito,masculino,94.72188548272922,5,07/09/1958
whatsapp,mercearia,centro_oeste,marca_55,influencer_013,semanal,credito,feminino,111.58526999105513,7,27/12/1990
app,mercearia,sul,marca_23,influencer_063,semanal,credito,nao_informado,167.24286672838883,1,23/08/1959
parceiros,mercearia,sul,marca_04,influencer_119,mensal,carteira_digital,outro,103.01566400553679,3,17/02/1965
whatsapp,bebidas,centro_oeste,marca_48,influencer_102,quinzenal,boleto,feminino,120.85720427782452,2,22/09/1970
app,mercearia,centro_oeste,marca_50,influencer_085,semanal,credito,outro,97.72844782164654,4,24/07/1989
app,laticinios,centro_oeste,marca_20,influencer_002,bimestral,credito,nao_informado,160.81708398152267,4,10/05/1996
parceiros,snacks,sul,marca_30,influencer_007,quinzenal,boleto,feminino,123.11323100641012,2,08/01/1964
app,snacks,sudeste,marca_48,influencer_095,semanal,credito,feminino,89.44103966145437,1,26/10/1993
app,mercearia,nordeste,marca_11,influencer_045,mensal,pix,masculino,120.28501034127015,4,11/08/1992
whatsapp,bebidas,sul,marca_37,influencer_080,trimestral,credito,nao_informado,110.35872474074073,4,02/03/1986
parceiros,limpeza,centro_oeste,marca_25,influencer_088,bimestral,pix,masculino,175.7032844358618,6,23/05/1987
loja_fisica,mercearia,sudeste,marca_10,influencer_050,semanal,carteira_digital,feminino,118.21249973975863,5,07/07/1976
loja_fisica,bebidas,norte,marca_49,influencer_016,mensal,credito,masculino,64.69004446476703,2,07/07/1962
parceiros,limpeza,centro_oeste,marca_19,influencer_046,trimestral,carteira_digital,outro,139.94532945798107,2,20/08/1962
parceiros,limpeza,centro_oeste,marca_56,influencer_104,semanal,carteira_digital,feminino,191.44349733461155,2,28/01/1960
ecommerce,snacks,norte,marca_34,influencer_039,bimestral,carteira_digital,feminino,167.87723558185004,6,03/07/1980
parceiros,laticinios,centro_oeste,marca_30,influencer_007,bimestral,boleto,feminino,75.88265364858987,4,19/02/1987
parceiros,bebidas,sudeste,marca_25,influencer_115,bimestral,carteira_digital,masculino,109.25087422699585,5,10/02/1962
app,higiene,sul,marca_23,influencer_081,semanal,pix,feminino,118.77267290540865,6,26/02/1961
loja_fisica,laticinios,sudeste,marca_49,influencer_064,trimestral,carteira_digital,outro,119.25804565757231,3,26/08/1991
loja_fisica,bebidas,centro_oeste,marca_40,influencer_099,quinzenal,credito,nao_informado,135.23847428715357,5,03/11/1988
whatsapp,mercearia,centro_oeste,marca_46,influencer_049,semanal,boleto,feminino,106.23595969388269,2,02/12/2004
app,bebidas,sudeste,marca_25,influencer_118,semanal,boleto,outro,83.37504677676719,4,12/09/2007
app,higiene,sudeste,marca_15,influencer_102,mensal,credito,masculino,158.07201346035728,2,02/10/2007
app,bebidas,sul,marca_04,influencer_033,semanal,debito,outro,75.05735670919621,3,10/02/1961
app,limpeza,sul,marca_46,influencer_044,bimestral,credito,masculino,87.91533835836286,3,05/01/1974
ecommerce,mercearia,centro_oeste,marca_24,influencer_032,trimestral,debito,outro,74.80875923675491,3,28/04/1980
ecommerce,laticinios,sudeste,marca_30,influencer_079,semanal,credito,outro,144.4884974180871,4,20/05/1994
ecommerce,laticinios,norte,marca_28,influencer_076,trimestral,debito,outro,124.25885237659327,3,05/06/2003
parceiros,limpeza,nordeste,marca_25,influencer_062,trimestral,debito,masculino,155.34014478818597,6,18/08/1999
app,mercearia,sul,marca_40,influencer_115,semanal,pix,feminino,88.5922633497558,6,21/02/2004
ecommerce,higiene,sudeste,marca_36,influencer_056,bimestral,credito,outro,69.87947531860073,2,23/02/1955
parceiros,laticinios,centro_oeste,marca_58,influencer_093,trimestral,debito,nao_informado,102.24396178119093,4,18/11/1956
ecommerce,limpeza,nordeste,marca_08,influencer_078,bimestral,debito,feminino,112.7001085295769,3,17/07/1976
loja_fisica,laticinios,nordeste,marca_34,influencer_062,mensal,pix,feminino,128.3638523108026,5,24/05/1997
loja_fisica,snacks,sul,marca_03,influencer_004,trimestral,credito,masculino,52.70433466849106,4,08/10/1972
loja_fisica,higiene,centro_oeste,marca_48,influencer_078,bimestral,carteira_digital,feminino,139.149234531347,7,28/09/1967
app,mercearia,centro_oeste,marca_36,influencer_077,quinzenal,debito,masculino,84.23045046841936,5,06/11/1967
ecommerce,snacks,centro_oeste,marca_25,influencer_014,semanal,debito,nao_informado,94.10337399530007,6,23/08/1994
app,snacks,nordeste,marca_48,influencer_095,mensal,pix,feminino,166.94838124565675,2,28/07/1996
whatsapp,laticinios,centro_oeste,marca_27,influencer_055,quinzenal,carteira_digital,masculino,32.672126181872045,5,08/11/1973
loja_fisica,higiene,sul,marca_13,influencer_038,quinzenal,pix,masculino,132.90008108667809,2,19/12/1958
loja_fisica,bebidas,norte,marca_28,influencer_098,semanal,debito,outro,132.74914520269937,5,24/09/1966
app,snacks,sul,marca_04,influencer_041,trimestral,pix,nao_informado,87.24860092596973,1,09/08/1970
ecommerce,higiene,nordeste,marca_53,influencer_074,bimestral,pix,nao_informado,102.11982716335913,3,15/01/1979
app,limpeza,centro_oeste,marca_43,influencer_074,quinzenal,debito,outro,168.84187208605135,8,23/11/1975
loja_fisica,laticinios,centro_oeste,marca_45,influencer_006,semanal,carteira_digital,nao_informado,198.51694175884109,5,19/02/1964
whatsapp,laticinios,nordeste,marca_52,influencer_050,semanal,carteira_digital,feminino,162.58903467537826,5,23/01/2007
app,limpeza,nordeste,marca_47,influencer_026,semanal,pix,nao_informado,195.43486671041882,4,08/06/1977
loja_fisica,mercearia,centro_oeste,marca_25,influencer_023,bimestral,credito,masculino,92.34672301329805,5,15/01/1966
ecommerce,snacks,centro_oeste,marca_06,influencer_078,semanal,pix,nao_informado,56.796637341619494,3,23/02/1975
app,laticinios,norte,marca_22,influencer_001,trimestral,carteira_digital,masculino,117.89513966108169,1,07/06/1994
ecommerce,snacks,sudeste,marca_56,influencer_116,quinzenal,carteira_digital,outro,152.19434544422688,2,13/05/2006
parceiros,bebidas,sul,marca_56,influencer_047,semanal,credito,feminino,45.8099957553235,3,15/02/1978
parceiros,laticinios,centro_oeste,marca_46,influencer_035,trimestral,credito,masculino,82.94172602694131,5,23/12/1983
ecommerce,laticinios,norte,marca_12,influencer_110,quinzenal,credito,nao_informado,87.38419627948502,7,22/03/1970
whatsapp,snacks,norte,marca_11,influencer_058,quinzenal,carteira_digital,masculino,134.26254249548086,4,12/03/1991
whatsapp,limpeza,norte,marca_52,influencer_073,semanal,pix,feminino,129.10478254998347,5,27/10/1991
ecommerce,higiene,sul,marca_08,influencer_083,bimestral,debito,outro,88.9935690598262,7,18/09/1964
app,snacks,sul,marca_34,influencer_104,quinzenal,debito,outro,127.1924479076317,3,18/05/1984
loja_fisica,snacks,norte,marca_22,influencer_015,trimestral,debito,nao_informado,74.2077926094666,4,03/04/2007
loja_fisica,bebidas,sul,marca_17,influencer_009,bimestral,carteira_digital,feminino,102.94300749537418,3,07/11/1967
parceiros,limpeza,norte,marca_40,influencer_119,trimestral,debito,feminino,69.40842989237134,6,03/01/1981
app,higiene,norte,marca_57,influencer_000,bimestral,debito,masculino,113.99048688820746,3,01/08/1990
loja_fisica,higiene,centro_oeste,marca_46,influencer_084,bimestral,boleto,nao_informado,87.98042964570573,2,27/02/1958
loja_fisica,snacks,sul,marca_29,influencer_073,bimestral,boleto,nao_informado,147.615000802743,4,08/01/1982
parceiros,laticinios,norte,marca_26,influencer_066,mensal,boleto,masculino,118.95251717102941,3,21/02/1987
app,limpeza,sudeste,marca_54,influencer_094,bimestral,carteira_digital,masculino,110.93028992870029,5,15/07/1983
loja_fisica,laticinios,sudeste,marca_34,influencer_119,bimestral,credito,masculino,190.72497475978423,4,05/04/1971
ecommerce,bebidas,sul,marca_29,influencer_005,semanal,credito,masculino,135.33152708074547,6,23/09/1997
whatsapp,limpeza,sudeste,marca_40,influencer_073,bimestral,credito,masculino,105.27383665472284,4,17/12/1970
ecommerce,laticinios,centro_oeste,marca_14,influencer_085,quinzenal,boleto,feminino,96.65058611655667,5,22/01/1982
